Index	Chemical_Name	ChEMBL_ID	Pubchem_ID	Uniprot_ID	Protein_Name	Gene_Name	Gene_ID	Confidence_Score	Source_database
24	Desipramine	CHEMBL72	2995	P08913	Alpha-2A adrenergic receptor	ADRA2A	150	1	DrugBank
24	Desipramine	CHEMBL72	2995	P08908	5-hydroxytryptamine receptor 1A	HTR1A	3350	1	DrugBank
24	Desipramine	CHEMBL72	2995	P28223	5-hydroxytryptamine receptor 2A	HTR2A	3356	1	DrugBank
24	Desipramine	CHEMBL72	2995	P20309	Muscarinic acetylcholine receptor M3	CHRM3	1131	1	DrugBank
24	Desipramine	CHEMBL72	2995	Q01959	Sodium-dependent dopamine transporter 	SLC6A3	6531	0.914	STITCH
24	Desipramine	CHEMBL72	2995	P41595	5-hydroxytryptamine receptor 2B 	HTR2B	3357	0.553	STITCH
24	Desipramine	CHEMBL72	2995	P30531	Sodium- and chloride-dependent GABA transporter 1 	SLC6A1	6529	0.509	STITCH
24	Desipramine	CHEMBL72	2995	P31641	Sodium- and chloride-dependent taurine transporter 	SLC6A6	6533	0.509	STITCH
24	Desipramine	CHEMBL72	2995	P48029	Sodium- and chloride-dependent creatine transporter 1 	SLC6A8	6535	0.509	STITCH
24	Desipramine	CHEMBL72	2995	P48065	Sodium- and chloride-dependent betaine transporter 	SLC6A12	6539	0.509	STITCH
24	Desipramine	CHEMBL72	2995	P48066	Sodium- and chloride-dependent GABA transporter 3 	SLC6A11	6538	0.509	STITCH
24	Desipramine	CHEMBL72	2995	P48067	Sodium- and chloride-dependent glycine transporter 1 	SLC6A9	6536	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q695T7	Sodium-dependent neutral amino acid transporter B	SLC6A19	340024	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q96N87	Sodium-dependent neutral amino acid transporter B	SLC6A18	348932	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q99884	Sodium-dependent proline transporter 	SLC6A7	6534	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q9GZN6	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 	SLC6A16	28968	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q9H1V8	Sodium-dependent neutral amino acid transporter SLC6A17 	SLC6A17	388662	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q9H2J7	Sodium-dependent neutral amino acid transporter B	SLC6A15	55117	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q9NP91	Sodium- and chloride-dependent transporter XTRP3 	SLC6A20	54716	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q9NSD5	Sodium- and chloride-dependent GABA transporter 2 	SLC6A13	6540	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q9UN76	Sodium- and chloride-dependent neutral and basic amino acid transporter B	SLC6A14	11254	0.509	STITCH
24	Desipramine	CHEMBL72	2995	Q9Y345	Sodium- and chloride-dependent glycine transporter 2 	SLC6A5	9152	0.509	STITCH
25	Oxybutynin	CHEMBL1231	4634	P11229	Muscarinic acetylcholine receptor M1	CHRM1	1128	1	DrugBank
25	Oxybutynin	CHEMBL1231	4634	P20309	Muscarinic acetylcholine receptor M3	CHRM3	1131	1	DrugBank
25	Oxybutynin	CHEMBL1231	4634	P08172	Muscarinic acetylcholine receptor M2	CHRM2	1129	1	DrugBank
25	Oxybutynin	CHEMBL1231	4634	P08173	Muscarinic acetylcholine receptor M4	CHRM4	1132	0.944	STITCH
25	Oxybutynin	CHEMBL1231	4634	P08912	Muscarinic acetylcholine receptor M5	CHRM5	1133	0.888	STITCH
25	Oxybutynin	CHEMBL1231	4634	Q99720	Sigma non-opioid intracellular receptor 1 	SIGMAR1	10280	0.65	STITCH
25	Oxybutynin	CHEMBL1231	4634	Q01959	Sodium-dependent dopamine transporter 	SLC6A3	6531	0.501	STITCH
25	Oxybutynin	CHEMBL1231	4634	P35367	Histamine H1 receptor 	HRH1	3269	0.477	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q9UK32	Ribosomal protein S6 kinase alpha-6 	RPS6KA6	27330	0.898	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q15349	Ribosomal protein S6 kinase alpha-2 	RPS6KA2	6196	0.897	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P51812	Ribosomal protein S6 kinase alpha-3 	RPS6KA3	6197	0.896	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P05771	Protein kinase C beta type 	PRKCB	5579	0.895	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q15418	Ribosomal protein S6 kinase alpha-1 	RPS6KA1	6195	0.887	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P52333	Tyrosine-protein kinase JAK3 	JAK3	3718	0.886	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P36888	Receptor-type tyrosine-protein kinase FLT3 	FLT3	2322	0.885	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P49840	Glycogen synthase kinase-3 alpha 	GSK3A	2931	0.876	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	O94804	Serine/threonine-protein kinase 10 	STK10	6793	0.872	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q02156	Protein kinase C epsilon type 	PRKCE	5581	0.866	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q16584	Mitogen-activated protein kinase kinase kinase 11 	MAP3K11	4296	0.864	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P49841	Glycogen synthase kinase-3 beta 	GSK3B	2932	0.859	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P49760	Dual specificity protein kinase CLK2 	CLK2	1196	0.856	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q05655	Protein kinase C delta type 	PRKCD	5580	0.826	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q9P289	Serine/threonine-protein kinase 26 	STK26	51765	0.802	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q16512	Serine/threonine-protein kinase N1 	PKN1	5585	0.797	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P24723	Protein kinase C eta type 	PRKCH	5583	0.724	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P80192	Mitogen-activated protein kinase kinase kinase 9 	MAP3K9	4293	0.714	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q13627	Dual specificity tyrosine-phosphorylation-regulated kinase 1A 	DYRK1A	1859	0.711	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P17252	Protein kinase C alpha type 	PRKCA	5578	0.698	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q02779	Mitogen-activated protein kinase kinase kinase 10 	MAP3K10	4294	0.664	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q8WXR4	Myosin-IIIb 	MYO3B	140469	0.645	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	O75582	Ribosomal protein S6 kinase alpha-5 	RPS6KA5	9252	0.633	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q04759	Protein kinase C theta type 	PRKCQ	5588	0.628	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q9HAZ1	Dual specificity protein kinase CLK4 	CLK4	57396	0.603	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q9H2G2	STE20-like serine/threonine-protein kinase 	SLK	9748	0.601	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q16288	NT-3 growth factor receptor 	NTRK3	4916	0.588	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q13043	Serine/threonine-protein kinase 4 	STK4	6789	0.575	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P23443	Ribosomal protein S6 kinase beta-1 	RPS6KB1	6198	0.547	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P49759	Dual specificity protein kinase CLK1 	CLK1	1195	0.539	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q5S007	Leucine-rich repeat serine/threonine-protein kinase 2 	LRRK2	120892	0.533	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	O75676	Ribosomal protein S6 kinase alpha-4 	RPS6KA4	8986	0.521	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q9UHD2	Serine/threonine-protein kinase TBK1 	TBK1	29110	0.466	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P50750	Cyclin-dependent kinase 9 	CDK9	1025	0.415	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q96RR4	Calcium/calmodulin-dependent protein kinase kinase 2 	CAMKK2	10645	0.414	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	P05129	Protein kinase C gamma type 	PRKCG	5582	0.41	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	O15146	"Muscle, skeletal receptor tyrosine-protein kinase "	MUSK	4593	0.41	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q9Y6E0	Serine/threonine-protein kinase 24 	STK24	8428	0.408	STITCH
26	PKCbeta-inhibitor	CHEMBL366266	6419755	Q13188	Serine/threonine-protein kinase 3 	STK3	6788	0.403	STITCH
27	Fostamatinib	CHEMBL2103830	11671467	Q13627	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	DYRK1A	1859	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9NYL2	Mitogen-activated protein kinase kinase kinase MLT	ZAK	51776	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P78356	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	PIP4K2B	8396	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UEE5	Serine/threonine-protein kinase 17A	STK17A	9263	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P06241	Tyrosine-protein kinase Fyn	FYN	2534	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P36888	Receptor-type tyrosine-protein kinase FLT3	FLT3	2322	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O96017	Serine/threonine-protein kinase Chk2	CHEK2	11200	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9P289	Serine/threonine-protein kinase 26	STK26	51765	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O76074	"cGMP-specific 3',5'-cyclic phosphodiesterase"	PDE5A	8654	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y2K2	Serine/threonine-protein kinase SIK3	SIK3	23387	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13873	Bone morphogenetic protein receptor type-2	BMPR2	659	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8NEV4	Myosin-IIIa	MYO3A	53904	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9C098	Serine/threonine-protein kinase DCLK3	DCLK3	85443	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q7KZI7	Serine/threonine-protein kinase MARK2	MARK2	2011	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P41240	Tyrosine-protein kinase CSK	CSK	1445	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q86UE8	Serine/threonine-protein kinase tousled-like 2	TLK2	11011	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8WU08	Serine/threonine-protein kinase 32A	STK32A	202374	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q07912	Activated CDC42 kinase 1	TNK2	10188	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q04912	Macrophage-stimulating protein receptor	MST1R	4486	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O14578	Citron Rho-interacting kinase	CIT	11113	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P00519	Tyrosine-protein kinase ABL1	ABL1	25	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O43353	Receptor-interacting serine/threonine-protein kinase 2	RIPK2	8767	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q99759	Mitogen-activated protein kinase kinase kinase 3	MAP3K3	4215	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q86V86	Serine/threonine-protein kinase pim-3	PIM3	415116	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q59H18	Serine/threonine-protein kinase TNNI3K	TNNI3K	100526835; 51086	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13554	Calcium/calmodulin-dependent protein kinase type II subunit beta	CAMK2B	816	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q32MK0	Myosin light chain kinase 3	MYLK3	91807	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O75716	Serine/threonine-protein kinase 16	STK16	8576	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8NFD2	Ankyrin repeat and protein kinase domain-containing protein 1	ANKK1	255239	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q99640	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	PKMYT1	9088	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13557	Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	817	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P57059	Serine/threonine-protein kinase SIK1	SIK1	102724428; 150094	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O75116	Rho-associated protein kinase 2	ROCK2	9475	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P53667	LIM domain kinase 1	LIMK1	3984	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13882	Protein-tyrosine kinase 6	PTK6	5753	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8N568	Serine/threonine-protein kinase DCLK2	DCLK2	166614	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O94768	Serine/threonine-protein kinase 17B	STK17B	9262	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P22607	Fibroblast growth factor receptor 3	FGFR3	2261	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P53671	LIM domain kinase 2	LIMK2	3985	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O60674	Tyrosine-protein kinase JAK2	JAK2	3717	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q96GD4	Aurora kinase B	AURKB	9212	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q96NX5	Calcium/calmodulin-dependent protein kinase type 1G	CAMK1G	57172	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9BQI3	Eukaryotic translation initiation factor 2-alpha kinase 1	EIF2AK1	27102	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q6ZN16	Mitogen-activated protein kinase kinase kinase 15	MAP3K15	389840	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P12931	Proto-oncogene tyrosine-protein kinase Src	SRC	6714	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13470	Non-receptor tyrosine-protein kinase TNK1	TNK1	8711	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P08581	Hepatocyte growth factor receptor	MET	4233	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P16591	Tyrosine-protein kinase Fer	FER	2241	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q15746	"Myosin light chain kinase, smooth muscle"	MYLK	4638	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P49759	Dual specificity protein kinase CLK1	CLK1	1195	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O95382	Mitogen-activated protein kinase kinase kinase 6	MAP3K6	9064	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8TBX8	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PIP4K2C	79837	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8TDR2	Serine/threonine-protein kinase 35	STK35	140901	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P53355	Death-associated protein kinase 1	DAPK1	1612	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8NG66	Serine/threonine-protein kinase Nek11	NEK11	79858	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P51451	Tyrosine-protein kinase Blk	BLK	640	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13188	Serine/threonine-protein kinase 3	STK3	6788	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UL54	Serine/threonine-protein kinase TAO2	TAOK2	9344	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q16513	Serine/threonine-protein kinase N2	PKN2	5586	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P49840	Glycogen synthase kinase-3 alpha	GSK3A	2931	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13163	Dual specificity mitogen-activated protein kinase kinase 5	MAP2K5	5607	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13546	Receptor-interacting serine/threonine-protein kinase 1	RIPK1	8737	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P17948	Vascular endothelial growth factor receptor 1	FLT1	2321	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8N4C8	Misshapen-like kinase 1	MINK1	50488	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P29597	Non-receptor tyrosine-protein kinase TYK2	TYK2	7297	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y463	Dual specificity tyrosine-phosphorylation-regulated kinase 1B	DYRK1B	9149	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P36507	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	5605	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O15197	Ephrin type-B receptor 6	EPHB6	2051	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P07948	Tyrosine-protein kinase Lyn	LYN	4067	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P31152	Mitogen-activated protein kinase 4	MAPK4	5596	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y6R4	Mitogen-activated protein kinase kinase kinase 4	MAP3K4	4216	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9BYT3	Serine/threonine-protein kinase 33	STK33	65975	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y478	5'-AMP-activated protein kinase subunit beta-1	PRKAB1	5564	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O14976	Cyclin-G-associated kinase	GAK	2580	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q86YV6	Myosin light chain kinase family member 4	MYLK4	340156	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O15264	Mitogen-activated protein kinase 13	MAPK13	5603	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P30530	Tyrosine-protein kinase receptor UFO	AXL	558	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8IU85	Calcium/calmodulin-dependent protein kinase type 1D	CAMK1D	57118	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q12851	Mitogen-activated protein kinase kinase kinase kinase 2	MAP4K2	5871	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P09917	Arachidonate 5-lipoxygenase	ALOX5	240	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q15208	Serine/threonine-protein kinase 38	STK38	11329	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P51812	Ribosomal protein S6 kinase alpha-3	RPS6KA3	6197	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P51956	Serine/threonine-protein kinase Nek3	NEK3	4752	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O14730	Serine/threonine-protein kinase RIO3	RIOK3	8780	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O00238	Bone morphogenetic protein receptor type-1B	BMPR1B	658	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H2G2	STE20-like serine/threonine-protein kinase	SLK	9748	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P29317	Ephrin type-A receptor 2	EPHA2	1969	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O75914	Serine/threonine-protein kinase PAK 3	PAK3	5063	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8TD08	Mitogen-activated protein kinase 15	MAPK15	225689	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q04771	Activin receptor type-1	ACVR1	90	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y616	Interleukin-1 receptor-associated kinase 3	IRAK3	11213	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P49841	Glycogen synthase kinase-3 beta	GSK3B	2932	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P09769	Tyrosine-protein kinase Fgr	FGR	2268	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P41743	Protein kinase C iota type	PRKCI	5584	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q02763	Angiopoietin-1 receptor	TEK	7010	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q00536	Cyclin-dependent kinase 16	CDK16	5127	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P07332	Tyrosine-protein kinase Fes/Fps	FES	2242	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H4B4	Serine/threonine-protein kinase PLK3	PLK3	1263	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P36896	Activin receptor type-1B	ACVR1B	91	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q92918	Mitogen-activated protein kinase kinase kinase kinase 1	MAP4K1	11184	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P07498	Kappa-casein	CSN3	1448	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9NRP7	Serine/threonine-protein kinase 36	STK36	27148	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O14920	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	3551	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H2X6	Homeodomain-interacting protein kinase 2	HIPK2	28996	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q96PY6	Serine/threonine-protein kinase Nek1	NEK1	4750	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9NSY1	BMP-2-inducible protein kinase	BMP2K	55589	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q00532	Cyclin-dependent kinase-like 1	CDKL1	8814	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O95819	Mitogen-activated protein kinase kinase kinase kinase 4	MAP4K4	9448	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13177	Serine/threonine-protein kinase PAK 2	PAK2	5062	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UEW8	STE20/SPS1-related proline-alanine-rich protein kinase	STK39	27347	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q16288	NT-3 growth factor receptor	NTRK3	4916	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UM73	ALK tyrosine kinase receptor	ALK	238	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q7Z460	CLIP-associating protein 1	CLASP1	23332	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O00519	Fatty-acid amide hydrolase 1	FAAH	2166	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q14012	Calcium/calmodulin-dependent protein kinase type 1	CAMK1	8536	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9NQU5	Serine/threonine-protein kinase PAK 6	PAK6	106821730; 56924	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q99870	Vesicle monoamine transporter type 2	VMAT2		1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UQM7	Calcium/calmodulin-dependent protein kinase type II subunit alpha	CAMK2A	815	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P36897	TGF-beta receptor type-1	TGFBR1	7046	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q52WX2	Serine/threonine-protein kinase SBK1	SBK1	388228	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P06213	Insulin receptor	INSR	3643	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q02156	Protein kinase C epsilon type	PRKCE	5581	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P42345	Serine/threonine-protein kinase mTOR	MTOR	2475	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P45984	Mitogen-activated protein kinase 9	MAPK9	5601	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q13164	Mitogen-activated protein kinase 7	MAPK7	5598	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q99808	Equilibrative nucleoside transporter 1	SLC29A1	2030	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q8IVH8	Mitogen-activated protein kinase kinase kinase kinase 3	MAP4K3	8491	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P30291	Wee1-like protein kinase	WEE1	7465	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9Y2H1	Serine/threonine-protein kinase 38-like	STK38L	23012	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9UPZ9	Serine/threonine-protein kinase ICK	ICK	22858	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q96L34	MAP/microtubule affinity-regulating kinase 4	MARK4	57787	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P51813	Cytoplasmic tyrosine-protein kinase BMX	BMX	660	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O43741	5'-AMP-activated protein kinase subunit beta-2	PRKAB2	5565	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	O96013	Serine/threonine-protein kinase PAK 4	PAK4	10298	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q9H2K8	Serine/threonine-protein kinase TAO3	TAOK3	51347	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q14289	Protein-tyrosine kinase 2-beta	PTK2B	2185	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P42679	Megakaryocyte-associated tyrosine-protein kinase	MATK	4145	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P08922	Proto-oncogene tyrosine-protein kinase ROS	ROS1	6098	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P42681	Tyrosine-protein kinase TXK	TXK	7294	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q00537	Cyclin-dependent kinase 17	CDK17	5128	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q05397	Focal adhesion kinase 1	PTK2	5747	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q96BR1	Serine/threonine-protein kinase Sgk3	SGK3	100533105; 23678	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	P19525	"Interferon-induced, double-stranded RNA-activated protein kinase"	EIF2AK2	5610	1	DrugBank
27	Fostamatinib	CHEMBL2103830	11671467	Q08345	Epithelial discoidin domain-containing receptor 1	DDR1	780	1	DrugBank
