Rank	Uniprot_ID	Num_Compounds	Protein_Name	Gene_Name	Gene_ID
384	P22612	1	cAMP-dependent protein kinase catalytic subunit gamma 	PRKACG	5568
385	P23443	1	Ribosomal protein S6 kinase beta-1 	RPS6KB1	6198
386	P23921	1	Ribonucleoside-diphosphate reductase large subunit	RRM1	6240
387	P24723	1	Protein kinase C eta type 	PRKCH	5583
388	P24941	1	Cyclin-dependent kinase 2	CDK2	1017
389	P25021	1	Histamine H2 receptor	HRH2	3274
390	P25101	1	Endothelin-1 receptor	EDNRA	1909
391	P25774	1	Cathepsin S	CTSS	1520
392	P25963	1	NF-kappa-B inhibitor alpha	NFKBIA	4792
393	P27707	1	Deoxycytidine kinase	DCK	1633
394	P27815	1	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	PDE4A	5141
395	P28482	1	Mitogen-activated protein kinase 1 	MAPK1	5594
396	P29274	1	Adenosine receptor A2a	ADORA2A	135
397	P29275	1	Adenosine receptor A2b	ADORA2B	136
398	P30542	1	Adenosine receptor A1	ADORA1	134
399	P30556	1	Type-1 angiotensin II receptor	AGTR1	185
400	P30872	1	Somatostatin receptor type 1	SSTR1	6751
401	P30874	1	Somatostatin receptor type 2	SSTR2	6752
402	P31152	1	Mitogen-activated protein kinase 4	MAPK4	5596
403	P31391	1	Somatostatin receptor type 4	SSTR4	6754
404	P31512	1	Dimethylaniline monooxygenase [N-oxide-forming] 4 	FMO4	2329
405	P31513	1	Dimethylaniline monooxygenase [N-oxide-forming] 3 	FMO3	2328
406	P32745	1	Somatostatin receptor type 3	SSTR3	6753
407	P34998	1	Corticotropin-releasing factor receptor 1 	CRHR1	1394
408	P35346	1	Somatostatin receptor type 5	SSTR5	6755
409	P35610	1	Sterol O-acyltransferase 1	SOAT1	6646
410	P35869	1	Aryl hydrocarbon receptor	AHR	196
411	P35913	1	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta 	PDE6B	5158
412	P36894	1	Bone morphogenetic protein receptor type-1A 	BMPR1A	657
413	P36896	1	Activin receptor type-1B	ACVR1B	91
414	P37023	1	Serine/threonine-protein kinase receptor R3 	ACVRL1	94
415	P41143	1	Delta-type opioid receptor 	OPRD1	4985
416	P41145	1	Kappa-type opioid receptor 	OPRK1	4986
417	P41180	1	Extracellular calcium-sensing receptor 	CASR	846
418	P41594	1	Metabotropic glutamate receptor 5 	GRM5	2915
419	P41743	1	Protein kinase C iota type	PRKCI	5584
420	P42356	1	Phosphatidylinositol 4-kinase alpha 	PI4KA	5297
421	P42679	1	Megakaryocyte-associated tyrosine-protein kinase	MATK	4145
422	P43403	1	Tyrosine-protein kinase ZAP-70	ZAP70	7535
423	P45983	1	Mitogen-activated protein kinase 8 	MAPK8	5599
424	P45985	1	Dual specificity mitogen-activated protein kinase kinase 4 	MAP2K4	6416
425	P46059	1	Solute carrier family 15 member 1	SLC15A1	6564
426	P48729	1	Casein kinase I isoform alpha	CSNK1A1	1452
427	P49146	1	Neuropeptide Y receptor type 2 	NPY2R	4887
428	P49326	1	Dimethylaniline monooxygenase [N-oxide-forming] 5 	FMO5	2330
429	P49683	1	Prolactin-releasing peptide receptor 	PRLHR	2834
430	P50052	1	Type-2 angiotensin II receptor 	AGTR2	186
431	P50613	1	Cyclin-dependent kinase 7 	CDK7	1022
432	P50750	1	Cyclin-dependent kinase 9 	CDK9	1025
433	P51160	1	Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' 	PDE6C	5146
434	P51817	1	cAMP-dependent protein kinase catalytic subunit PRKX 	PRKX	5613
435	P51857	1	3-oxo-5-beta-steroid 4-dehydrogenase 	AKR1D1	6718
436	P51956	1	Serine/threonine-protein kinase Nek3	NEK3	4752
437	P52564	1	Dual specificity mitogen-activated protein kinase kinase 6	MAP2K6	5608
438	P53671	1	LIM domain kinase 2	LIMK2	3985
439	P53805	1	Calcipressin-1	RCAN1	1827
440	P54219	1	Chromaffin granule amine transporter	SLC18A1	6570
441	P54284	1	Voltage-dependent L-type calcium channel subunit beta-3	CACNB3	784
442	P54753	1	Ephrin type-B receptor 3 	EPHB3	2049
443	P57078	1	Receptor-interacting serine/threonine-protein kinase 4	RIPK4	54101
444	P63000	1	Ras-related C3 botulinum toxin substrate 1	RAC1	5879
445	P78356	1	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	PIP4K2B	8396
446	Q00532	1	Cyclin-dependent kinase-like 1	CDKL1	8814
447	Q00536	1	Cyclin-dependent kinase 16	CDK16	5127
448	Q00537	1	Cyclin-dependent kinase 17	CDK17	5128
449	Q00653	1	Nuclear factor NF-kappa-B p100 subunit	NFKB2	4791
450	Q00975	1	Voltage-dependent N-type calcium channel subunit alpha-1B	CACNA1B	774
451	Q01668	1	Voltage-dependent L-type calcium channel subunit alpha-1D	CACNA1D	776
452	Q01740	1	Dimethylaniline monooxygenase [N-oxide-forming] 1 	FMO1	2326
453	Q02127	1	Dihydroorotate dehydrogenase (quinone), mitochondrial	DHODH	1723
454	Q02641	1	Voltage-dependent L-type calcium channel subunit beta-1	CACNB1	782
455	Q02750	1	Dual specificity mitogen-activated protein kinase kinase 1	MAP2K1	5604
456	Q02880	1	DNA topoisomerase 2-beta 	TOP2B	7155
457	Q05940	1	Synaptic vesicular amine transporter	SLC18A2	6571
458	Q07869	1	Peroxisome proliferator-activated receptor alpha	PPARA	5465
459	Q08289	1	Voltage-dependent L-type calcium channel subunit beta-2	CACNB2	783
460	Q08AH3	1	Acyl-coenzyme A synthetase ACSM2A, mitochondrial 	ACSM2A	123876
461	Q09013	1	Myotonin-protein kinase 	DMPK	1760
462	Q12882	1	Dihydropyrimidine dehydrogenase [NADP	DPYD	1806
463	Q13177	1	Serine/threonine-protein kinase PAK 2	PAK2	5062
464	Q13233	1	Mitogen-activated protein kinase kinase kinase 1	MAP3K1	4214
465	Q13255	1	Metabotropic glutamate receptor 1 	GRM1	2911
466	Q13315	1	Serine-protein kinase ATM 	ATM	472
467	Q13324	1	Corticotropin-releasing factor receptor 2 	CRHR2	1395
468	Q13464	1	Rho-associated protein kinase 1 	ROCK1	6093
469	Q13523	1	Serine/threonine-protein kinase PRP4 homolog	PRPF4B	8899
470	Q13535	1	Serine/threonine-protein kinase ATR 	ATR	545
471	Q13546	1	Receptor-interacting serine/threonine-protein kinase 1	RIPK1	8737
472	Q13554	1	Calcium/calmodulin-dependent protein kinase type II subunit beta	CAMK2B	816
473	Q13698	1	Voltage-dependent L-type calcium channel subunit alpha-1S	CACNA1S	779
474	Q13873	1	Bone morphogenetic protein receptor type-2	BMPR2	659
475	Q13936	1	Voltage-dependent L-type calcium channel subunit alpha-1C	CACNA1C	775
476	Q14012	1	Calcium/calmodulin-dependent protein kinase type 1	CAMK1	8536
477	Q14416	1	Metabotropic glutamate receptor 2 	GRM2	2912
478	Q14832	1	Metabotropic glutamate receptor 3 	GRM3	2913
479	Q15046	1	Lysine--tRNA ligase 	KARS	3735
480	Q15208	1	Serine/threonine-protein kinase 38	STK38	11329
481	Q15569	1	Dual specificity testis-specific protein kinase 1	TESK1	7016
482	Q16513	1	Serine/threonine-protein kinase N2	PKN2	5586
483	Q16539	1	Mitogen-activated protein kinase 14	MAPK14	1432
484	Q16566	1	Calcium/calmodulin-dependent protein kinase type IV 	CAMK4	814
485	Q16572	1	Vesicular acetylcholine transporter 	SLC18A3	6572
486	Q2M2I8	1	AP2-associated protein kinase 1	AAK1	22848
487	Q32MK0	1	Myosin light chain kinase 3	MYLK3	91807
488	Q496M5	1	Inactive serine/threonine-protein kinase PLK5 	PLK5	126520
489	Q59H18	1	Serine/threonine-protein kinase TNNI3K	TNNI3K	100526835; 51086
490	Q5T2L2	1	Putative aldo-keto reductase family 1 member C8 	AKR1C8P	340811
491	Q5T6X5	1	G-protein coupled receptor family C group 6 member A 	GPRC6A	222545
492	Q6DT37	1	Serine/threonine-protein kinase MRCK gamma	CDC42BPG	55561
493	Q6P3R8	1	Serine/threonine-protein kinase Nek5	NEK5	341676
494	Q6P435	1	Putative uncharacterized SMG1-like protein	NA	NA
495	Q6ZN16	1	Mitogen-activated protein kinase kinase kinase 15	MAP3K15	389840
496	Q7RTX0	1	Taste receptor type 1 member 3 	TAS1R3	83756
497	Q7RTX1	1	Taste receptor type 1 member 1 	TAS1R1	80835
498	Q7Z460	1	CLIP-associating protein 1	CLASP1	23332
499	Q86UE8	1	Serine/threonine-protein kinase tousled-like 2	TLK2	11011
500	Q86UX6	1	Serine/threonine-protein kinase 32C 	STK32C	282974
501	Q86YV6	1	Myosin light chain kinase family member 4	MYLK4	340156
502	Q8IW41	1	MAP kinase-activated protein kinase 5	MAPKAPK5	8550
503	Q8IWF2	1	FAD-dependent oxidoreductase domain-containing protein 2 	FOXRED2	80020
504	Q8IWQ3	1	Serine/threonine-protein kinase BRSK2 	BRSK2	9024
505	Q8IY84	1	Serine/threonine-protein kinase NIM1	NIM1K	167359
506	Q8N5S9	1	Calcium/calmodulin-dependent protein kinase kinase 1	CAMKK1	84254
507	Q8NE63	1	Homeodomain-interacting protein kinase 4 	HIPK4	147746
508	Q8NFD2	1	Ankyrin repeat and protein kinase domain-containing protein 1	ANKK1	255239
509	Q8NG66	1	Serine/threonine-protein kinase Nek11	NEK11	79858
510	Q8NI60	1	Atypical kinase COQ8A, mitochondrial	COQ8A	56997
511	Q8TBX8	1	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PIP4K2C	79837
512	Q8TD19	1	Serine/threonine-protein kinase Nek9	NEK9	91754
513	Q8TDC3	1	Serine/threonine-protein kinase BRSK1 	BRSK1	84446
514	Q8TE23	1	Taste receptor type 1 member 2 	TAS1R2	80834
515	Q8TF76	1	Serine/threonine-protein kinase haspin 	HASPIN	83903
516	Q92626	1	Peroxidasin homolog 	PXDN	7837
517	Q92772	1	Cyclin-dependent kinase-like 2	CDKL2	8999
518	Q96BR1	1	Serine/threonine-protein kinase Sgk3	SGK3	100533105; 23678
519	Q96JD6	1	1,5-anhydro-D-fructose reductase 	AKR1E2	83592
520	Q96NX5	1	Calcium/calmodulin-dependent protein kinase type 1G	CAMK1G	57172
521	Q96PF2	1	Testis-specific serine/threonine-protein kinase 2 	TSSK2	23617
522	Q96Q40	1	Cyclin-dependent kinase 15	CDK15	65061
523	Q99518	1	Dimethylaniline monooxygenase [N-oxide-forming] 2 	FMO2	2327
524	Q99640	1	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	PKMYT1	9088
525	Q99870	1	Vesicle monoamine transporter type 2	VMAT2	NA
526	Q9BQI3	1	Eukaryotic translation initiation factor 2-alpha kinase 1	EIF2AK1	27102
527	Q9BRS2	1	Serine/threonine-protein kinase RIO1	RIOK1	83732
528	Q9BVC4	1	Target of rapamycin complex subunit LST8 	MLST8	64223
529	Q9BVS4	1	Serine/threonine-protein kinase RIO2	RIOK2	55781
530	Q9GZV3	1	High affinity choline transporter 1 	SLC5A7	60482
531	Q9H3K6	1	BolA-like protein 2	BOLA2	107984053
532	Q9H3N8	1	Histamine H4 receptor 	HRH4	59340
533	Q9H422	1	Homeodomain-interacting protein kinase 3	HIPK3	10114
534	Q9HCR9	1	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A 	PDE11A	50940
535	Q9NQU5	1	Serine/threonine-protein kinase PAK 6	PAK6	106821730; 56924
536	Q9NRP7	1	Serine/threonine-protein kinase 36	STK36	27148
537	Q9NSY1	1	BMP-2-inducible protein kinase	BMP2K	55589
538	Q9NY57	1	Serine/threonine-protein kinase 32B 	STK32B	55351
539	Q9NYA1	1	Sphingosine kinase 1 	SPHK1	8877
540	Q9NZD2	1	Glycolipid transfer protein	GLTP	51228
541	Q9NZV8	1	Potassium voltage-gated channel subfamily D member 2	KCND2	3751
542	Q9P0X4	1	Voltage-dependent T-type calcium channel subunit alpha-1I	CACNA1I	8911
543	Q9P1W9	1	Serine/threonine-protein kinase pim-2 	PIM2	11040
544	Q9P286	1	Serine/threonine-protein kinase PAK 5	PAK5	57144
545	Q9UBF8	1	Phosphatidylinositol 4-kinase beta	PI4KB	5298
546	Q9UEE5	1	Serine/threonine-protein kinase 17A	STK17A	9263
547	Q9UHC9	1	Niemann-Pick C1-like protein 1	NPC1L1	29881
548	Q9UIK4	1	Death-associated protein kinase 2	DAPK2	23604
549	Q9UK17	1	Potassium voltage-gated channel subfamily D member 3	KCND3	3752
550	Q9UKI8	1	Serine/threonine-protein kinase tousled-like 1	TLK1	9874
551	Q9UL54	1	Serine/threonine-protein kinase TAO2	TAOK2	9344
552	Q9UNQ0	1	ATP-binding cassette sub-family G member 2 	ABCG2	9429
553	Q9UPZ9	1	Serine/threonine-protein kinase ICK	ICK	22858
554	Q9Y2H1	1	Serine/threonine-protein kinase 38-like	STK38L	23012
555	Q9Y2H9	1	Microtubule-associated serine/threonine-protein kinase 1	MAST1	22983
556	Q9Y4A5	1	Transformation/transcription domain-associated protein 	TRRAP	8295
557	Q9Y5N1	1	Histamine H3 receptor 	HRH3	11255
558	Q9Y5S2	1	Serine/threonine-protein kinase MRCK beta 	CDC42BPB	9578
