"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"KEGG","Rheumatoid arthritis","KEGG:05323","0.000034117297425610364","4.4670253784315515","88","16","5","7963","CXCL2,IL8,TNF,CXCL3,CCL20"
"KEGG","Chemokine signaling pathway","KEGG:04062","0.00006545838209787788","4.184034733135062","190","16","6","7963","CXCL2,NFKBIA,IL8,CXCL3,CCL20,CCR6"
"KEGG","Toll-like receptor signaling pathway","KEGG:04620","0.0000713681452279832","4.146495589886188","102","16","5","7963","IFNB1,NFKBIA,IL8,IRF7,TNF"
"KEGG","NF-kappa B signaling pathway","KEGG:04064","0.0000713681452279832","4.146495589886188","102","16","5","7963","CXCL2,NFKBIA,IL8,TNF,CXCL3"
"KEGG","Epithelial cell signaling in Helicobacter pylori infection","KEGG:05120","0.0005382346250245347","3.2690283671939744","70","16","4","7963","CXCL2,NFKBIA,IL8,CXCL3"
"KEGG","Hepatitis B","KEGG:05161","0.0006981048579145464","3.156079339850447","162","16","5","7963","IFNB1,NFKBIA,IL8,IRF7,TNF"
"KEGG","Influenza A","KEGG:05164","0.0008333515380345777","3.0791717587096987","168","16","5","7963","IFNB1,NFKBIA,IL8,IRF7,TNF"
"KEGG","Epstein-Barr virus infection","KEGG:05169","0.0018466115605599346","2.733624449901969","198","16","5","7963","IFNB1,NFKBIA,IRF7,TNF,HLA-F"
"KEGG","AGE-RAGE signaling pathway in diabetic complications","KEGG:04933","0.002219633289301305","2.6537187704088496","100","16","4","7963","EGR1,SELE,IL8,TNF"
"KEGG","Chagas disease","KEGG:05142","0.002308362557481344","2.636695978727922","101","16","4","7963","IFNB1,NFKBIA,IL8,TNF"
"KEGG","Amoebiasis","KEGG:05146","0.002308362557481344","2.636695978727922","101","16","4","7963","CXCL2,IL8,TNF,CXCL3"
"KEGG","Human cytomegalovirus infection","KEGG:05163","0.0032686172145303914","2.4856359363639697","223","16","5","7963","IFNB1,NFKBIA,IL8,TNF,HLA-F"
"KEGG","Osteoclast differentiation","KEGG:04380","0.005321884203576697","2.2739345792951102","125","16","4","7963","IFNB1,NFKBIA,TNF,SOCS1"
"KEGG","Yersinia infection","KEGG:05135","0.00601634075873415","2.22066757377166","129","16","4","7963","IFNB1,NFKBIA,IL8,TNF"
"KEGG","Malaria","KEGG:05144","0.006778999853176402","2.1688343754967647","49","16","3","7963","SELE,IL8,TNF"
"KEGG","Hepatitis C","KEGG:05160","0.012866216796760534","1.8905491349779684","157","16","4","7963","IFNB1,NFKBIA,IRF7,TNF"
"KEGG","Cytosolic DNA-sensing pathway","KEGG:04623","0.013695478567765007","1.8634227873816736","62","16","3","7963","IFNB1,NFKBIA,IRF7"
"KEGG","Human immunodeficiency virus 1 infection","KEGG:05170","0.03898802283947185","1.4090687881944015","210","16","4","7963","IFNB1,NFKBIA,TNF,HLA-F"
"KEGG","Human T-cell leukemia virus 1 infection","KEGG:05166","0.04335490553041516","1.3629617557596845","216","16","4","7963","EGR1,NFKBIA,TNF,HLA-F"
"REAC","Cytokine Signaling in Immune system","REAC:R-HSA-1280215","5.8531055341156824e-8","7.232613645291099","830","17","12","10627","EGR1,IFNB1,CXCL2,NFKBIA,IL8,IRF7,IFITM1,TNF,SOCS1,IL20RB,CCL20,HLA-F"
"REAC","Interferon alpha/beta signaling","REAC:R-HSA-909733","1.6731401553752032e-7","6.776467677593153","67","17","6","10627","EGR1,IFNB1,IRF7,IFITM1,SOCS1,HLA-F"
"REAC","Chemokine receptors bind chemokines","REAC:R-HSA-380108","0.000006246442429626997","5.204367258347774","57","17","5","10627","CXCL2,IL8,CXCL3,CCL20,CCR6"
"REAC","Immune System","REAC:R-HSA-168256","0.00001890340636109714","4.723459929661123","2146","17","14","10627","EGR1,IFNB1,CXCL2,NFKBIA,IL8,IRF7,IFITM1,TNF,SOCS1,CD274,IL20RB,CCL20,CCR6,HLA-F"
"REAC","Interferon Signaling","REAC:R-HSA-913531","0.00009639270985631101","4.0159558103803406","192","17","6","10627","EGR1,IFNB1,IRF7,IFITM1,SOCS1,HLA-F"
"REAC","Interleukin-10 signaling","REAC:R-HSA-6783783","0.00018324851585705586","3.736959534054917","45","17","4","10627","CXCL2,IL8,TNF,CCL20"
"REAC","Signaling by Interleukins","REAC:R-HSA-449147","0.0010211764914664849","2.990899191658524","459","17","7","10627","CXCL2,NFKBIA,IL8,TNF,SOCS1,IL20RB,CCL20"
"REAC","Peptide ligand-binding receptors","REAC:R-HSA-375276","0.0028482883962843574","2.5454160394123577","194","17","5","10627","CXCL2,IL8,CXCL3,CCL20,CCR6"
"REAC","Class A/1 (Rhodopsin-like receptors)","REAC:R-HSA-373076","0.03486495513791965","1.457610889282137","327","17","5","10627","CXCL2,IL8,CXCL3,CCL20,CCR6"
"WP","EBV LMP1 signaling","WP:WP262","1.2462592969358028e-7","6.904391588886621","24","17","5","7474","IFNB1,NFKBIA,IL8,TNF,CCL20"
"WP","TLR4 Signaling and Tolerance","WP:WP3851","4.1449081227608174e-7","6.382485091704835","30","17","5","7474","IFNB1,NFKBIA,IL8,IRF7,TNF"
"WP","Novel intracellular components of RIG-I-like receptor (RLR) pathway","WP:WP3865","0.00001659754860056818","4.779956050987855","61","17","5","7474","IFNB1,NFKBIA,IL8,IRF7,TNF"
"WP","Regulation of toll-like receptor signaling pathway","WP:WP1449","0.000047074651803075594","4.327212883644004","145","17","6","7474","IFNB1,NFKBIA,IL8,IRF7,TNF,SOCS1"
"WP","Photodynamic therapy-induced NF-kB survival signaling","WP:WP3617","0.00008666553265462787","4.06215358942261","35","17","4","7474","CXCL2,SELE,IL8,TNF"
"WP","Toll-like Receptor Signaling Pathway","WP:WP75","0.00024212165040546056","3.6159663744111397","104","17","5","7474","IFNB1,NFKBIA,IL8,IRF7,TNF"
"WP","miRNAs involvement in the immune response in sepsis","WP:WP4329","0.0009481286006102329","3.0231327525906853","63","17","4","7474","NFKBIA,IL8,IRF7,TNF"
"WP","LTF danger signal response pathway","WP:WP4478","0.0010265722154213764","2.9886104942662475","20","17","3","7474","IFNB1,IL8,TNF"
"WP","IL-18 signaling pathway","WP:WP4754","0.002114978276910613","2.6746940889349435","279","17","6","7474","CXCL2,NFKBIA,IL8,TNF,CXCL3,CCL20"
"WP","Cytokines and Inflammatory Response","WP:WP530","0.0023216261361519498","2.63420771572531","26","17","3","7474","IFNB1,CXCL2,TNF"
"WP","Resistin as a regulator of inflammation","WP:WP4481","0.004824099915063153","2.3165837058199745","33","17","3","7474","NFKBIA,IL8,TNF"
"WP","Signal transduction through IL1R","WP:WP4496","0.00577071356352626","2.2387704818977534","35","17","3","7474","IFNB1,NFKBIA,TNF"
"WP","Fibrin Complement Receptor 3 Signaling Pathway","WP:WP4136","0.010022690225782114","1.9990156923013374","42","17","3","7474","IFNB1,TNF,CXCL3"
"WP","Spinal Cord Injury","WP:WP2431","0.011309657695556261","1.9465505394760259","118","17","4","7474","EGR1,CXCL2,IL8,TNF"
"WP","Role of Altered Glycolysation of MUC1 in Tumour Microenvironment","WP:WP4480","0.016385019309595312","1.7855530424692312","9","17","2","7474","NFKBIA,TNF"
"WP","IL-4 Signaling Pathway","WP:WP395","0.022489447525699154","1.6480212132832366","55","17","3","7474","NFKBIA,NFIL3,SOCS1"
"WP","Hepatitis B infection","WP:WP4666","0.03157388572706326","1.5006719671741109","154","17","4","7474","IFNB1,IL8,IRF7,TNF"
"WP","Lung fibrosis","WP:WP3624","0.033660375781103084","1.4728810399125272","63","17","3","7474","CXCL2,IL8,TNF"
"WP","Chemokine signaling pathway","WP:WP3929","0.041078732421994855","1.3863829660150326","165","17","4","7474","NFKBIA,CXCL3,CCL20,CCR6"
"WP","COVID-19 Adverse Outcome Pathway","WP:WP4891","0.04740741653403644","1.3241537109029982","15","17","2","7474","IL8,TNF"
"TF","Factor: NF-kappaB; motif: GGGRATTTCC","TF:M00052","0.011587559313413178","1.9360080298120965","1887","17","9","19937","IFNB1,CXCL2,NFKBIA,SELE,IL8,IRF7,CXCL3,CD274,CCL20"
"HPA","lymph node; non-germinal center cells[≥Medium]","HPA:0310442","0.04103322844869615","1.3868643118828397","3898","10","9","10719","EGR1,NFKBIA,IL8,IRF7,IFITM1,NFIL3,SOCS1,CD274,CCR6"
